,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
1336,WTSQ.SFB9CT,1996.06,1232.897,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1337,WTSQ.SFB9CT,1996.09,1231.601,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1338,WTSQ.SFB9CT,1996.12,1254.126,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1339,WTSQ.SFB9CT,1997.03,1221.075,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1340,WTSQ.SFB9CT,1997.06,1159.631,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1341,WTSQ.SFB9CT,1997.09,1181.122,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1342,WTSQ.SFB9CT,1997.12,1267.387,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1343,WTSQ.SFB9CT,1998.03,1310.087,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1344,WTSQ.SFB9CT,1998.06,1272.493,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1345,WTSQ.SFB9CT,1998.09,1258.2,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1346,WTSQ.SFB9CT,1998.12,1250.463,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1347,WTSQ.SFB9CT,1999.03,1300.86,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1348,WTSQ.SFB9CT,1999.06,1368.998,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1349,WTSQ.SFB9CT,1999.09,1483.387,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1350,WTSQ.SFB9CT,1999.12,1556.193,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
1452,WTSQ.SFC1CA,1995.03,688.4,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1453,WTSQ.SFC1CA,1995.06,760.75,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1454,WTSQ.SFC1CA,1995.09,805.32,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1455,WTSQ.SFC1CA,1995.12,758.92,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1456,WTSQ.SFC1CA,1996.03,735.45,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1457,WTSQ.SFC1CA,1996.06,743.2,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1458,WTSQ.SFC1CA,1996.09,774.21,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1459,WTSQ.SFC1CA,1996.12,730.5,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1460,WTSQ.SFC1CA,1997.03,672.68,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1461,WTSQ.SFC1CA,1997.06,697.66,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1462,WTSQ.SFC1CA,1997.09,677.31,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1463,WTSQ.SFC1CA,1997.12,684.96,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1464,WTSQ.SFC1CA,1998.03,610.88,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1465,WTSQ.SFC1CA,1998.06,630.48,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1466,WTSQ.SFC1CA,1998.09,642.97,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1467,WTSQ.SFC1CA,1998.12,1030.88,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1468,WTSQ.SFC1CA,1999.03,904.81,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1469,WTSQ.SFC1CA,1999.06,931.51,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1470,WTSQ.SFC1CA,1999.09,1143.82,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1471,WTSQ.SFC1CA,1999.12,1244.16,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Unadjusted,
1573,WTSQ.SFC1CS,1995.03,721.667,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1574,WTSQ.SFC1CS,1995.06,770.912,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1575,WTSQ.SFC1CS,1995.09,782.833,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1576,WTSQ.SFC1CS,1995.12,736.385,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1577,WTSQ.SFC1CS,1996.03,769.573,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1578,WTSQ.SFC1CS,1996.06,755.654,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1579,WTSQ.SFC1CS,1996.09,753.278,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1580,WTSQ.SFC1CS,1996.12,706.316,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1581,WTSQ.SFC1CS,1997.03,702.054,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1582,WTSQ.SFC1CS,1997.06,713.118,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1583,WTSQ.SFC1CS,1997.09,661.475,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1584,WTSQ.SFC1CS,1997.12,656.934,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1585,WTSQ.SFC1CS,1998.03,637.813,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1586,WTSQ.SFC1CS,1998.06,646.431,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1587,WTSQ.SFC1CS,1998.09,631.482,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1588,WTSQ.SFC1CS,1998.12,979.407,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1589,WTSQ.SFC1CS,1999.03,947.31,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1590,WTSQ.SFC1CS,1999.06,955.763,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1591,WTSQ.SFC1CS,1999.09,1128.679,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1592,WTSQ.SFC1CS,1999.12,1174.21,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
1694,WTSQ.SFC1CT,1995.03,728.519,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1695,WTSQ.SFC1CT,1995.06,764.833,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1696,WTSQ.SFC1CT,1995.09,771.155,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1697,WTSQ.SFC1CT,1995.12,755.825,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1698,WTSQ.SFC1CT,1996.03,755.961,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1699,WTSQ.SFC1CT,1996.06,764.082,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1700,WTSQ.SFC1CT,1996.09,742.747,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1701,WTSQ.SFC1CT,1996.12,714.735,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1702,WTSQ.SFC1CT,1997.03,705.774,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1703,WTSQ.SFC1CT,1997.06,699.325,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1704,WTSQ.SFC1CT,1997.09,674.067,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1705,WTSQ.SFC1CT,1997.12,649.298,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1706,WTSQ.SFC1CT,1998.03,637.096,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1707,WTSQ.SFC1CT,1998.06,653.496,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1708,WTSQ.SFC1CT,1998.09,736.881,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1709,WTSQ.SFC1CT,1998.12,853.536,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1710,WTSQ.SFC1CT,1999.03,939.918,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1711,WTSQ.SFC1CT,1999.06,1021.383,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1712,WTSQ.SFC1CT,1999.09,1111.78,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1713,WTSQ.SFC1CT,1999.12,1184.719,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Sales (operating income),Current prices,Trend,
1815,WTSQ.SFC9CA,1995.03,615.76,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1816,WTSQ.SFC9CA,1995.06,660.26,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1817,WTSQ.SFC9CA,1995.09,671.78,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1818,WTSQ.SFC9CA,1995.12,628.58,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1819,WTSQ.SFC9CA,1996.03,608.78,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1820,WTSQ.SFC9CA,1996.06,679.6,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1821,WTSQ.SFC9CA,1996.09,730.17,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1822,WTSQ.SFC9CA,1996.12,755.13,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1823,WTSQ.SFC9CA,1997.03,693.5,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1824,WTSQ.SFC9CA,1997.06,690.09,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1825,WTSQ.SFC9CA,1997.09,626.85,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1826,WTSQ.SFC9CA,1997.12,624.69,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1827,WTSQ.SFC9CA,1998.03,611.99,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1828,WTSQ.SFC9CA,1998.06,571.64,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1829,WTSQ.SFC9CA,1998.09,631.09,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1830,WTSQ.SFC9CA,1998.12,793.91,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1831,WTSQ.SFC9CA,1999.03,806.61,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1832,WTSQ.SFC9CA,1999.06,820.95,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1833,WTSQ.SFC9CA,1999.09,927.79,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1834,WTSQ.SFC9CA,1999.12,883.23,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Unadjusted,
1936,WTSQ.SFC9CS,1995.03,634.831,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1937,WTSQ.SFC9CS,1995.06,661.038,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1938,WTSQ.SFC9CS,1995.09,669.425,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1939,WTSQ.SFC9CS,1995.12,612.819,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1940,WTSQ.SFC9CS,1996.03,624.75,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1941,WTSQ.SFC9CS,1996.06,683.024,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1942,WTSQ.SFC9CS,1996.09,726.952,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1943,WTSQ.SFC9CS,1996.12,737.18,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1944,WTSQ.SFC9CS,1997.03,708.456,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1945,WTSQ.SFC9CS,1997.06,694.691,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1946,WTSQ.SFC9CS,1997.09,625.495,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1947,WTSQ.SFC9CS,1997.12,610.36,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1948,WTSQ.SFC9CS,1998.03,623.631,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1949,WTSQ.SFC9CS,1998.06,574.058,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1950,WTSQ.SFC9CS,1998.09,631.137,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1951,WTSQ.SFC9CS,1998.12,779.081,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1952,WTSQ.SFC9CS,1999.03,818.406,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1953,WTSQ.SFC9CS,1999.06,822.227,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1954,WTSQ.SFC9CS,1999.09,930.035,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
1955,WTSQ.SFC9CS,1999.12,870.198,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Seasonally adjusted,
