,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
4132,WTSQ.SFF9CS,1999.09,28.72,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Seasonally adjusted,
4133,WTSQ.SFF9CS,1999.12,27.42,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Seasonally adjusted,
4235,WTSQ.SFF9CT,1995.03,30.36,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4236,WTSQ.SFF9CT,1995.06,28.232,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4237,WTSQ.SFF9CT,1995.09,27.161,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4238,WTSQ.SFF9CT,1995.12,27.317,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4239,WTSQ.SFF9CT,1996.03,27.495,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4240,WTSQ.SFF9CT,1996.06,27.239,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4241,WTSQ.SFF9CT,1996.09,27.134,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4242,WTSQ.SFF9CT,1996.12,26.607,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4243,WTSQ.SFF9CT,1997.03,26.038,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4244,WTSQ.SFF9CT,1997.06,25.596,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4245,WTSQ.SFF9CT,1997.09,26.299,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4246,WTSQ.SFF9CT,1997.12,27.039,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4247,WTSQ.SFF9CT,1998.03,27.313,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4248,WTSQ.SFF9CT,1998.06,26.801,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4249,WTSQ.SFF9CT,1998.09,26.572,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4250,WTSQ.SFF9CT,1998.12,26.567,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4251,WTSQ.SFF9CT,1999.03,26.996,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4252,WTSQ.SFF9CT,1999.06,27.244,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4253,WTSQ.SFF9CT,1999.09,27.763,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4254,WTSQ.SFF9CT,1999.12,27.88,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Commission-based wholesaling,Total stocks,Current prices,Trend,
4356,WTSQ.SFZ1CA,1995.03,10544.29,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4357,WTSQ.SFZ1CA,1995.06,10950.664,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4358,WTSQ.SFZ1CA,1995.09,11210.988,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4359,WTSQ.SFZ1CA,1995.12,11892.578,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4360,WTSQ.SFZ1CA,1996.03,10700.933,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4361,WTSQ.SFZ1CA,1996.06,11418.754,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4362,WTSQ.SFZ1CA,1996.09,11444.405,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4363,WTSQ.SFZ1CA,1996.12,12035.002,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4364,WTSQ.SFZ1CA,1997.03,10804.396,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4365,WTSQ.SFZ1CA,1997.06,11847.996,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4366,WTSQ.SFZ1CA,1997.09,11683.307,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4367,WTSQ.SFZ1CA,1997.12,12411.835,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4368,WTSQ.SFZ1CA,1998.03,11414.616,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4369,WTSQ.SFZ1CA,1998.06,11924.712,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4370,WTSQ.SFZ1CA,1998.09,11995.299,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4371,WTSQ.SFZ1CA,1998.12,13165.503,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4372,WTSQ.SFZ1CA,1999.03,11830.747,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4373,WTSQ.SFZ1CA,1999.06,12779.994,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4374,WTSQ.SFZ1CA,1999.09,13782.666,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4375,WTSQ.SFZ1CA,1999.12,14743.047,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Unadjusted,
4477,WTSQ.SFZ1CAAC,1996.03,1.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4478,WTSQ.SFZ1CAAC,1996.06,4.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4479,WTSQ.SFZ1CAAC,1996.09,2.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4480,WTSQ.SFZ1CAAC,1996.12,1.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4481,WTSQ.SFZ1CAAC,1997.03,1.0,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4482,WTSQ.SFZ1CAAC,1997.06,3.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4483,WTSQ.SFZ1CAAC,1997.09,2.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4484,WTSQ.SFZ1CAAC,1997.12,3.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4485,WTSQ.SFZ1CAAC,1998.03,5.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4486,WTSQ.SFZ1CAAC,1998.06,0.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4487,WTSQ.SFZ1CAAC,1998.09,2.7,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4488,WTSQ.SFZ1CAAC,1998.12,6.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4489,WTSQ.SFZ1CAAC,1999.03,3.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4490,WTSQ.SFZ1CAAC,1999.06,7.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4491,WTSQ.SFZ1CAAC,1999.09,14.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4492,WTSQ.SFZ1CAAC,1999.12,12.0,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Unadjusted,Percentage change from same period previous year
4594,WTSQ.SFZ1CS,1995.03,11153.658,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4595,WTSQ.SFZ1CS,1995.06,10932.955,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4596,WTSQ.SFZ1CS,1995.09,11213.928,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4597,WTSQ.SFZ1CS,1995.12,11289.444,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4598,WTSQ.SFZ1CS,1996.03,11316.539,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4599,WTSQ.SFZ1CS,1996.06,11412.575,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4600,WTSQ.SFZ1CS,1996.09,11441.918,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4601,WTSQ.SFZ1CS,1996.12,11415.161,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4602,WTSQ.SFZ1CS,1997.03,11430.92,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4603,WTSQ.SFZ1CS,1997.06,11850.887,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4604,WTSQ.SFZ1CS,1997.09,11681.066,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4605,WTSQ.SFZ1CS,1997.12,11754.31,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4606,WTSQ.SFZ1CS,1998.03,12093.924,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4607,WTSQ.SFZ1CS,1998.06,11926.458,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4608,WTSQ.SFZ1CS,1998.09,11994.726,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4609,WTSQ.SFZ1CS,1998.12,12460.653,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4610,WTSQ.SFZ1CS,1999.03,12538.684,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4611,WTSQ.SFZ1CS,1999.06,12778.6,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4612,WTSQ.SFZ1CS,1999.09,13792.312,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4613,WTSQ.SFZ1CS,1999.12,13946.156,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
4715,WTSQ.SFZ1CSPC,1995.06,-2.0,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4716,WTSQ.SFZ1CSPC,1995.09,2.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4717,WTSQ.SFZ1CSPC,1995.12,0.7,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4718,WTSQ.SFZ1CSPC,1996.03,0.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4719,WTSQ.SFZ1CSPC,1996.06,0.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4720,WTSQ.SFZ1CSPC,1996.09,0.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4721,WTSQ.SFZ1CSPC,1996.12,-0.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4722,WTSQ.SFZ1CSPC,1997.03,0.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4723,WTSQ.SFZ1CSPC,1997.06,3.7,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4724,WTSQ.SFZ1CSPC,1997.09,-1.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4725,WTSQ.SFZ1CSPC,1997.12,0.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4726,WTSQ.SFZ1CSPC,1998.03,2.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4727,WTSQ.SFZ1CSPC,1998.06,-1.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4728,WTSQ.SFZ1CSPC,1998.09,0.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4729,WTSQ.SFZ1CSPC,1998.12,3.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4730,WTSQ.SFZ1CSPC,1999.03,0.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4731,WTSQ.SFZ1CSPC,1999.06,1.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4732,WTSQ.SFZ1CSPC,1999.09,7.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4733,WTSQ.SFZ1CSPC,1999.12,1.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Sales (operating income),Current prices,Seasonally adjusted,Percentage change from previous period
4835,WTSQ.SFZ1CT,1995.03,11061.567,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4836,WTSQ.SFZ1CT,1995.06,11051.007,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4837,WTSQ.SFZ1CT,1995.09,11150.475,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4838,WTSQ.SFZ1CT,1995.12,11292.357,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4839,WTSQ.SFZ1CT,1996.03,11335.116,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4840,WTSQ.SFZ1CT,1996.06,11401.838,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4841,WTSQ.SFZ1CT,1996.09,11435.455,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4842,WTSQ.SFZ1CT,1996.12,11395.844,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4843,WTSQ.SFZ1CT,1997.03,11530.463,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4844,WTSQ.SFZ1CT,1997.06,11716.747,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4845,WTSQ.SFZ1CT,1997.09,11740.508,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4846,WTSQ.SFZ1CT,1997.12,11812.813,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4847,WTSQ.SFZ1CT,1998.03,11982.59,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4848,WTSQ.SFZ1CT,1998.06,11969.111,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4849,WTSQ.SFZ1CT,1998.09,12064.296,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4850,WTSQ.SFZ1CT,1998.12,12353.453,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4851,WTSQ.SFZ1CT,1999.03,12571.76,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4852,WTSQ.SFZ1CT,1999.06,13009.069,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4853,WTSQ.SFZ1CT,1999.09,13630.559,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4854,WTSQ.SFZ1CT,1999.12,14010.619,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Sales (operating income),Current prices,Trend,
4956,WTSQ.SFZ9CA,1995.03,6346.156,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
4957,WTSQ.SFZ9CA,1995.06,6673.013,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
4958,WTSQ.SFZ9CA,1995.09,5971.269,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
4959,WTSQ.SFZ9CA,1995.12,6371.709,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
